,address,listingby,price,beds,baths,sqft,building_type,price/sqft
201,"900 Bush St APT 717, San Francisco, CA 94109","CORCORAN GLOBAL LIVING, Lauren O'Brien","$730,000",2 bds,2 ba,901 sqft,- Sold,
202,"170 Fairmount St, San Francisco, CA 94131","COMPASS, Dylan Hunter",$1.73M,3 bds,2 ba,"1,761 sqft",- Sold,
203,"1239 19th Ave, San Francisco, CA 94122","COMPASS, Marcus A. Lee",$1.91M,6 bds,4 ba,"2,717 sqft",- Sold,
204,"3915 20th St, San Francisco, CA 94114","CORCORAN GLOBAL LIVING, John L. LePage",$1.60M,2 bds,2 ba,"1,301 sqft",- Sold,
205,"61 Hallam St, San Francisco, CA 94103","VANGUARD PROPERTIES, Frank A. Nolan","$660,000",1 bd,1 ba,762 sqft,- Sold,
206,"435 China Basin St UNIT 213, San Francisco, CA 94158","ALEX VARUM BROKER, Alexander S. Varum","$995,000",1 bd,1 ba,843 sqft,- Sold,
207,"129 Divisadero St, San Francisco, CA 94117","HEATH REAL ESTATE, Tyler  Stewart",$2.30M,2 bds,2 ba,"1,755 sqft",- Sold,
208,"169 Collingwood St APT 1, San Francisco, CA 94114","SOTHEBY'S INTERNATIONAL REALTY, Gregg Lynn",$1.57M,3 bds,2 ba,"1,305 sqft",- Sold,
209,"265 Arkansas St, San Francisco, CA 94107","COMPASS, Eric D. Altree",$3.00M,4 bds,3 ba,"2,890 sqft",- Sold,
210,"330 Mission Bay Blvd N UNIT 903, San Francisco, CA 94158","KINOKO, Kevin Gueco",$1.57M,2 bds,2 ba,-- sqft,- Sold,
211,"4069 26th St, San Francisco, CA 94131","KINOKO, Marcell P. Neri",$2.80M,4 bds,4 ba,-- sqft,- Sold,
212,"729 Moraga St, San Francisco, CA 94122","SOTHEBY'S INTERNATIONAL REALTY, Ashley Barrington-Mace",$2.48M,4 bds,4 ba,"2,732 sqft",- Sold,
213,"140 S Van Ness Ave UNIT 630, San Francisco, CA 94103","KELLER, SCOTT, Scott Keller","$675,000",1 bd,1 ba,795 sqft,- Sold,
214,"17 Olympia Way, San Francisco, CA 94131","ELITE REALTY GROUP, INC., Taya Katz",$1.97M,5 bds,3 ba,"1,533 sqft",- Sold,
215,"2736 Ortega St, San Francisco, CA 94122",NaN,$1.50M,3 bds,2 ba,"1,705 sqft",- Sold,
216,"173 Beaver St, San Francisco, CA 94114","COMPASS, Stephen Bartlett",$3.80M,3 bds,3 ba,-- sqft,- Sold,
217,"55 Page St APT 321, San Francisco, CA 94102","COMPASS, Priya Agrawal",$1.07M,1 bd,1 ba,746 sqft,- Sold,
218,"115 Diamond Cove Ter, San Francisco, CA 94134","REDFIN, Thomas A. Baumgartner","$980,000",2 bds,3 ba,"1,336 sqft",- Sold,
219,"47 Dolores Ter, San Francisco, CA 94110","SOTHEBY'S INTERNATIONAL REALTY, Chris J. Panou",$1.27M,1 bd,1 ba,-- sqft,- Sold,
220,"2200 Beach St APT 204, San Francisco, CA 94123","SOTHEBY'S INTERNATIONAL REALTY, Carol A. Goldberg",$1.32M,1 bd,1 ba,980 sqft,- Sold,
221,"400 Avila St APT 202, San Francisco, CA 94123","COMPASS, David B. Bellings",$1.12M,1 bd,1 ba,-- sqft,- Sold,
222,"601 Van Ness Ave APT 1009, San Francisco, CA 94102","VANGUARD PROPERTIES, Astrid Lacitis","$580,000",1 bd,1 ba,672 sqft,- Sold,
223,"5900 3rd St UNIT 2221, San Francisco, CA 94124","COMPASS SF, Jessie Lee","$775,000",2 bds,2 ba,-- sqft,- Sold,
224,"3375 17th St APT 208, San Francisco, CA 94110","YAGER REALTY OF CALIFORNIA, Brandon Yager",$1.10M,1 bd,2 ba,"1,294 sqft",- Sold,
225,"55 Page St APT 523, San Francisco, CA 94102",NaN,$1.24M,2 bds,2 ba,947 sqft,- Sold,
226,"809 Goettingen St, San Francisco, CA 94134","VANGUARD PROPERTIES, Judson R. Cassels",$1.27M,3 bds,3 ba,"1,353 sqft",- Sold,
227,"1526 Palou Ave, San Francisco, CA 94124",NaN,$1.45M,4 bds,4 ba,"2,138 sqft",- Sold,
228,"150 Lombard St APT 209, San Francisco, CA 94111","COMPASS, Gail Y. Grendahl",$1.07M,2 bds,2 ba,"1,116 sqft",- Sold,
229,"918 Kansas St, San Francisco, CA 94107","CORCORAN GLOBAL LIVING, John L. LePage",$3.20M,4 bds,4 ba,"3,200 sqft",- Sold,
230,"1334 Potrero Ave, San Francisco, CA 94110","COMPASS, Amanda B. Sharp",$1.62M,2 bds,3 ba,"1,365 sqft",- Sold,
231,"6418 California St, San Francisco, CA 94121","SOTHEBY'S INTERNATIONAL REALTY, Winnie W. Fok",$2.24M,3 bds,2 ba,"1,780 sqft",- Sold,
232,"2519 Chestnut St, San Francisco, CA 94123","MARKER LUXURY PROPERTIES, Bryant R. Kowalczyk",$2.70M,3 bds,3 ba,"2,045 sqft",- Sold,
233,"1371 Dolores St, San Francisco, CA 94110","BRAVA REAL ESTATE, Sherri Howe",$1.77M,3 bds,2 ba,"1,506 sqft",- Sold,
234,"2148 Union St #4, San Francisco, CA 94123","VANGUARD PROPERTIES, Frank A. Nolan",$1.30M,1 bd,1 ba,-- sqft,- Sold,
235,"250 King St UNIT 730, San Francisco, CA 94107","KELLER WILLIAMS SAN FRANCISCO, Miyuki Mia Takami",$1.36M,2 bds,2 ba,"1,415 sqft",- Sold,
236,"937 Dolores St APT 4, San Francisco, CA 94110","SOTHEBY'S INTERNATIONAL REALTY, Scott P. Brittain","$975,000",1 bd,1 ba,885 sqft,- Sold,
237,"1901 Union St #1907, San Francisco, CA 94123","CORCORAN GLOBAL LIVING, Damon M. Knox",$5.80M,3 bds,4 ba,"5,060 sqft",- Sold,
238,"7 Capp St, San Francisco, CA 94103","COMPASS SF, Deborah Lopez","$975,000",2 bds,1 ba,882 sqft,- Sold,
239,"1904 9th Ave, San Francisco, CA 94116","COMPASS, Dylan Hunter",$2.48M,4 bds,4 ba,"2,395 sqft",- Sold,
240,"2009 17th St, San Francisco, CA 94103","CORCORAN GLOBAL LIVING, Tara C. Donohue",$1.98M,2 bds,3 ba,"1,247 sqft",- Sold,
241,"318 Spear St UNIT 5G, San Francisco, CA 94105",NaN,"$642,000",1 bd,1 ba,538 sqft,- Sold,
242,"344 Utah St, San Francisco, CA 94103","SOTHEBY'S INTERNATIONAL REALTY, Gael Bruno","$575,000",Studio,1 ba,-- sqft,- Sold,
243,"488 Folsom St #4702, San Francisco, CA 94105","RELATED CA RES. SALES, INC., Derec Lacio",$4.55M,3 bds,3 ba,"2,064 sqft",- Sold,
244,"1895 Pacific Ave APT 203, San Francisco, CA 94109","MARKER LUXURY PROPERTIES, Kyle Algeo",$1.01M,1 bd,1 ba,"1,044 sqft",- Sold,
245,"860 De Haro St, San Francisco, CA 94107","COMPASS SF, Matthew J. Woebcke",$3.38M,3 bds,4 ba,-- sqft,- Sold,
246,"348 Church St APT 202, San Francisco, CA 94114","COMPASS SF, Joseph A. Marko",$1.54M,2 bds,2 ba,"1,211 sqft",- Sold,
247,"443 Chestnut St, San Francisco, CA 94133","COMPASS SF, Scott Whelan",$2.80M,9 bds,5 ba,"4,542 sqft",- Sold,
248,"526 Ulloa St, San Francisco, CA 94127","COMPASS SF, Linda R. LeBlanc",$2.05M,2 bds,2 ba,-- sqft,- Sold,
249,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
250,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
251,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
252,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
253,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
254,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
255,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
256,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
257,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
258,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
259,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
260,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
263,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
265,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
266,"1783 San Jose Ave, San Francisco, CA 94112","LEGACY REAL ESTATE, Carren S. Shagley",$1.55M,3 bds,2 ba,"1,649 sqft",- Sold,
267,"2407 Harrison St APT 17, San Francisco, CA 94110","MAKRAS REAL ESTATE, Victor G. Makras",$1.15M,2 bds,3 ba,"1,825 sqft",- Sold,
268,"3178 Washington St, San Francisco, CA 94115","COMPASS, Silvia E. Damen",$2.45M,3 bds,2 ba,"1,875 sqft",- Sold,
269,"3058 Polk St #1, San Francisco, CA 94109","COMPASS, Amanda B. Sharp",$1.68M,3 bds,2 ba,"1,471 sqft",- Sold,
270,"429 Carl St, San Francisco, CA 94117","CITY REAL ESTATE, John G. Dallas",$1.52M,2 bds,2 ba,"1,131 sqft",- Sold,
271,"675 39th Ave, San Francisco, CA 94121","P Y LEE REALTY, Alfred S. Lee",$1.40M,2 bds,1 ba,"1,455 sqft",- Sold,
272,"515 Masonic Ave APT 3, San Francisco, CA 94117",NaN,"$830,000",1 bd,1 ba,707 sqft,- Sold,
273,"640 Davis St UNIT 48, San Francisco, CA 94111","SOTHEBY'S INTERNATIONAL REALTY, Dean Badessa",$1.76M,2 bds,2 ba,"1,471 sqft",- Sold,
274,"1905 Eddy St #1, San Francisco, CA 94115","COMPASS, Alexander F. Lurie",$1.61M,3 bds,2 ba,"1,265 sqft",- Sold,
275,"2875 Jackson St APT 4, San Francisco, CA 94115","COMPASS, Ronald Sebahar",$1.42M,2 bds,1 ba,"1,208 sqft",- Sold,
276,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
277,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
278,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
279,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
280,"640 Davis St UNIT 48, San Francisco, CA 94111","SOTHEBY'S INTERNATIONAL REALTY, Dean Badessa",$1.76M,2 bds,2 ba,"1,471 sqft",- Sold,
281,"3178 Washington St, San Francisco, CA 94115","COMPASS, Silvia E. Damen",$2.45M,3 bds,2 ba,"1,875 sqft",- Sold,
282,"318 Spear St UNIT 5G, San Francisco, CA 94105",NaN,"$642,000",1 bd,1 ba,538 sqft,- Sold,
283,"1454 Church St, San Francisco, CA 94131","GENERATION REAL ESTATE, Lamisse Droubi",$2.27M,2 bds,1 ba,"1,416 sqft",- Sold,
284,"989 20th St UNIT 569, San Francisco, CA 94107","CORCORAN GLOBAL LIVING, Wendy Ann Watkins",$1.25M,1 bd,2 ba,"1,274 sqft",- Sold,
285,"470 Hearst Ave, San Francisco, CA 94112","SOTHEBY'S INTERNATIONAL REALTY, Wendy M. Storch",$2.25M,4 bds,3 ba,"2,915 sqft",- Sold,
286,"429 Carl St, San Francisco, CA 94117","CITY REAL ESTATE, John G. Dallas",$1.52M,2 bds,2 ba,"1,131 sqft",- Sold,
287,"2401 Green St, San Francisco, CA 94123","SOTHEBY'S INTERNATIONAL REALTY, Neill S. Bassi",$4.50M,4 bds,4 ba,"2,930 sqft",- Sold,
288,"2009 17th St, San Francisco, CA 94103","CORCORAN GLOBAL LIVING, Tara C. Donohue",$1.98M,2 bds,3 ba,"1,247 sqft",- Sold,
289,"3233 Jackson St APT 3, San Francisco, CA 94118","COMPASS, Betsy A. Linder",$2.60M,2 bds,2 ba,"1,850 sqft",- Sold,
290,"1538 Visitacion Ave, San Francisco, CA 94134",NaN,"$930,000",Studio,1 ba,"1,260 sqft",- Sold,
291,"1205 Alemany Blvd, San Francisco, CA 94112","GENERATION REAL ESTATE, Jess R. Williams",$1.19M,3 bds,2 ba,"1,520 sqft",- Sold,
292,"2465 Filbert St, San Francisco, CA 94123","COLLIERS INTERNATIONAL, Payam J. Nejad",$4.25M,6 bds,4 ba,"6,003 sqft",- Sold,
293,"1425 Vallejo St APT 206, San Francisco, CA 94109","REDFIN, Ali A. Mafi","$960,000",1 bd,1 ba,786 sqft,- Sold,
294,"1895 Pacific Ave APT 203, San Francisco, CA 94109","MARKER LUXURY PROPERTIES, Kyle Algeo",$1.01M,1 bd,1 ba,"1,044 sqft",- Sold,
295,"1001 Pine St UNIT 1301, San Francisco, CA 94109","COMPASS, Betty Sun Wong","$725,000",1 bd,1 ba,650 sqft,- Sold,
296,"52 Homestead St, San Francisco, CA 94114","SF CITY PROPERTIES, Lucy  Yeung",$4.89M,5 bds,6 ba,"4,110 sqft",- Sold,
297,"31 Ellington Ave, San Francisco, CA 94112","COLDWELL BANKER REALTY, Janice Lee",$1.40M,4 bds,3 ba,"2,046 sqft",- Sold,
298,"1427 Quesada Ave, San Francisco, CA 94124",NaN,$1.00M,4 bds,2 ba,"1,340 sqft",- Sold,
299,"1286 Treat Ave #1298-1288, San Francisco, CA 94110","COLDWELL BANKER REALTY, Susan F. Ferry",$1.00M,2 bds,1 ba,981 sqft,- Sold,
300,"1584 Fulton St, San Francisco, CA 94117",NaN,"$875,000",-- bds,-- ba,-- sqft,- Sold,
301,"5330 Diamond Heights Blvd APT J301, San Francisco, CA 94131","COMPASS SF, Eva Stoyanov","$732,500",1 bd,1 ba,657 sqft,- Sold,
302,"148 Huntington Dr, San Francisco, CA 94132",NaN,$1.61M,3 bds,1 ba,"1,215 sqft",- Sold,
303,"1233 Howard St APT 3I, San Francisco, CA 94103","HELM REAL ESTATE, Marcus Miller",$1.35M,2 bds,2 ba,"1,531 sqft",- Sold,
304,"892 Green St, San Francisco, CA 94133","GENERATION REAL ESTATE, Laura Taylor",$1.25M,2 bds,2 ba,980 sqft,- Sold,
305,"647 Grand View Ave APT 4, San Francisco, CA 94114","COMPASS SF, Tim Johnson",$1.90M,3 bds,4 ba,"2,226 sqft",- Sold,
306,"2429 Franklin St, San Francisco, CA 94123","COMPASS, James Testa",$2.31M,3 bds,3 ba,"2,100 sqft",- Sold,
307,"1486 44th Ave, San Francisco, CA 94122",NaN,$1.30M,3 bds,2 ba,"1,222 sqft",- Sold,
308,"1228 Grove St APT 2, San Francisco, CA 94117","COMPASS, Jessica Branson",$1.18M,2 bds,1 ba,866 sqft,- Sold,
309,"724 16th Ave APT 6, San Francisco, CA 94118","COMPASS, Aaron M Bellings",$1.06M,2 bds,2 ba,-- sqft,- Sold,
310,"388 Fulton St UNIT 502, San Francisco, CA 94102","COMPASS, Justin Goldberg","$775,000",1 bd,1 ba,559 sqft,- Sold,
311,"1700 Jones St APT 5, San Francisco, CA 94109","COLDWELL BANKER REALTY, Tim Carrico",$2.45M,3 bds,3 ba,"1,882 sqft",- Sold,
312,"2812 21st St, San Francisco, CA 94110","VANGUARD PROPERTIES, Edward R. Deleski",$1.47M,3 bds,2 ba,"1,475 sqft",- Sold,
313,"426 Victoria St, San Francisco, CA 94132","DANIELE REALTY, Frank Daniele",$1.00M,1 bd,1 ba,819 sqft,- Sold,
314,"555 Fulton St #312, San Francisco, CA 94102","COMPASS, Zachary Wheeler",$1.30M,2 bds,2 ba,"1,051 sqft",- Sold,
315,"1001 California St #TOWNHOUSE, San Francisco, CA 94108","SOTHEBY'S INTERNATIONAL REALTY, Gregg Lynn",$3.30M,3 bds,4 ba,"3,465 sqft",- Sold,
316,"5901 Geary Blvd #5907, San Francisco, CA 94121","LUXE PLACES INTERNATIONAL REAL, Michael R. Lalanne",$2.82M,8 bds,-- ba,"10,825 sqft",- Sold,
317,"1767 40th Ave, San Francisco, CA 94122","CENTURY 21 REALTY ALLIANCE, Shu Pu",$2.21M,4 bds,3 ba,"2,183 sqft",- Sold,
318,"29 Woodward St, San Francisco, CA 94103","KELLER WILLIAMS SAN FRANCISCO, Anthony L. Koutsos","$750,000",3 bds,1 ba,"1,100 sqft",- Sold,
319,"255 Berry St APT 518, San Francisco, CA 94158",NaN,$1.25M,2 bds,2 ba,"1,050 sqft",- Sold,
320,"645 Duncan St, San Francisco, CA 94131","COMPASS, Nina Hatvany",$6.70M,4 bds,5 ba,"5,165 sqft",- Sold,
321,"1818 Broadway APT 201, San Francisco, CA 94109","HARPER REAL ESTATE, Anthony R. Navarro","$768,000",1 bd,1 ba,625 sqft,- Sold,
322,"140 S Van Ness Ave UNIT 524, San Francisco, CA 94103","VANGUARD PROPERTIES, Sergio R. Giannoni","$699,000",1 bd,2 ba,830 sqft,- Sold,
323,"424 Frederick St #426, San Francisco, CA 94117","COMPASS, John M. Kirkpatrick",$3.55M,3 bds,-- ba,"3,608 sqft",- Sold,
324,"331 Joost Ave, San Francisco, CA 94131","COMPASS, Laura A. Rogers",$2.23M,3 bds,3 ba,"2,052 sqft",- Sold,
325,"820 Mendell St, San Francisco, CA 94124","COMPASS, Osman A. Dost",$1.20M,2 bds,2 ba,"1,150 sqft",- Sold,
326,"2626 38th Ave, San Francisco, CA 94116",NaN,$1.25M,2 bds,1 ba,"1,200 sqft",- Sold,
327,"2263 Fulton St, San Francisco, CA 94117","COMPASS, Michael Lee",$1.58M,2 bds,1 ba,"1,302 sqft",- Sold,
328,"380 10th St UNIT 27, San Francisco, CA 94103",NaN,$1.17M,2 bds,2 ba,"1,305 sqft",- Sold,
329,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
330,"631 Ofarrell St APT 605, San Francisco, CA 94109","VANGUARD PROPERTIES, Thomas Cacciotti","$415,000",Studio,1 ba,520 sqft,- Sold,
331,"300 Berry St UNIT 809, San Francisco, CA 94158","MARY LEE, BROKER, Mary M. Lee","$808,000",1 bd,1 ba,597 sqft,- Sold,
332,"1250 12th Ave, San Francisco, CA 94122","MOSAIK REAL ESTATE, Patricia Lee",$2.31M,4 bds,2 ba,"1,960 sqft",- Sold,
333,"1832 Lyon St, San Francisco, CA 94115","COMPASS, Neal Allen Ward",$2.65M,3 bds,3 ba,"3,100 sqft",- Sold,
334,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
337,"338 Main St UNIT 17F, San Francisco, CA 94105","COMPASS, Gertrude Villanueva Itchon",$1.55M,2 bds,2 ba,"1,181 sqft",- Sold,
338,"234 Arch St, San Francisco, CA 94132","EXP REALTY OF CALIFORNIA, INC, Helen Yong",$1.15M,3 bds,2 ba,"1,380 sqft",- Sold,
339,"520 Clayton St, San Francisco, CA 94117",NaN,$2.19M,-- bds,5 ba,"4,562 sqft",- Sold,
340,"380 10th St UNIT 3, San Francisco, CA 94103","VANGUARD PROPERTIES, Frank A. Nolan",$1.15M,1 bd,2 ba,"1,343 sqft",- Sold,
341,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
342,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
343,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
344,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
345,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
346,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
347,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
348,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
349,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
350,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
351,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
352,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
353,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
354,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
355,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
356,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
357,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
358,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
359,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
360,"270 London St, San Francisco, CA 94112","CORCORAN GLOBAL LIVING, Tanya S. Dzhibrailova",$1.49M,3 bds,2 ba,"1,915 sqft",- Sold,
361,"115 Mountain Spring Ave, San Francisco, CA 94114","COLDWELL BANKER REALTY, Dona Crowder",$3.81M,3 bds,4 ba,-- sqft,- Sold,
362,"1212 Egbert Ave, San Francisco, CA 94124","BERKSHIRE HATHAWAY-FRANCISCAN, Raul Castro",$1.55M,4 bds,4 ba,"3,330 sqft",- Sold,
363,"3410 Washington St, San Francisco, CA 94118","COMPASS, Nina Hatvany",$7.00M,5 bds,4 ba,"4,447 sqft",- Sold,
364,"1485 Chestnut St, San Francisco, CA 94123","COMPASS, Isabelle Grotte",$1.20M,1 bd,1 ba,880 sqft,- Sold,
365,"2070 Pine St, San Francisco, CA 94115","COMPASS, Bridget R. Cannata Denning",$5.40M,5 bds,4 ba,"4,400 sqft",- Sold,
366,"488 Folsom St #4201, San Francisco, CA 94105","RELATED CA RES. SALES, INC., Derec Lacio",$3.63M,3 bds,3 ba,"1,934 sqft",- Sold,
367,"848 Kansas St #1, San Francisco, CA 94107","SOTHEBY'S INTERNATIONAL REALTY, Gregg Lynn",$1.99M,3 bds,4 ba,"1,858 sqft",- Sold,
368,"75 San Lorenzo Way, San Francisco, CA 94127","COMPASS SF, Jane R. Poppelreiter",$4.90M,5 bds,4 ba,"4,005 sqft",- Sold,
369,"130 Acadia St, San Francisco, CA 94131","COLDWELL BANKER COMMERCIAL REA, Kent B Kockos",$3.39M,1 bd,-- ba,"7,060 sqft",- Sold,
370,"2731 38th Ave, San Francisco, CA 94116","JODI GROUP, Juanita C. Leung",$1.63M,3 bds,1 ba,"1,335 sqft",- Sold,
371,"25 Sierra St APT W302, San Francisco, CA 94107","CORCORAN GLOBAL LIVING, Laura R. Kaufman",$1.31M,2 bds,3 ba,"2,009 sqft",- Sold,
372,"255 Farallones St, San Francisco, CA 94112","TRUST REAL ESTATE, Wayne M. Ho",$1.35M,4 bds,3 ba,"1,777 sqft",- Sold,
373,"631 Ofarrell St APT 1604, San Francisco, CA 94109","VANGUARD PROPERTIES, Thomas Cacciotti","$488,000",Studio,1 ba,520 sqft,- Sold,
374,"77 Beaver St, San Francisco, CA 94114","COMPASS, Isabelle Grotte",$1.75M,3 bds,1 ba,"1,255 sqft",- Sold,
375,"3189 Cesar Chavez, San Francisco, CA 94110","THE AGENCY, Rebecca Brooks",$1.62M,3 bds,2 ba,"1,807 sqft",- Sold,
376,"2209 Lincoln Way, San Francisco, CA 94122","QUIJADA REALTY GROUP, Elizabeth Quijada",$1.58M,4 bds,2 ba,"2,400 sqft",- Sold,
377,"415 Cornwall St, San Francisco, CA 94118","VANGUARD PROPERTIES, Bert  Keane",$2.90M,4 bds,4 ba,"2,584 sqft",- Sold,
378,"559 Alvarado St #561, San Francisco, CA 94114","VANGUARD PROPERTIES, Frank A. Nolan",$6.00M,4 bds,5 ba,-- sqft,- Sold,
379,"160 Stoneridge Ln, San Francisco, CA 94134","COLDWELL BANKER REALTY, Rafael Lucatero","$808,888",2 bds,2 ba,"1,068 sqft",- Sold,
380,"2857 Folsom St, San Francisco, CA 94110","VANGUARD PROPERTIES, Jean-Paul Samaha",$1.50M,3 bds,2 ba,"1,537 sqft",- Sold,
381,"1001 Pine St UNIT 502, San Francisco, CA 94109","STERLING REAL ESTATE, Julie Xie","$876,000",2 bds,1 ba,815 sqft,- Sold,
382,"555 Golden Gate Ave #203, San Francisco, CA 94102","JS SULLIVAN SALES AND MARKETIN, Loring M. Aguillon-Racine","$649,000",1 bd,1 ba,568 sqft,- Sold,
383,"601 Van Ness Ave APT 16, San Francisco, CA 94102",NaN,"$846,000",2 bds,2 ba,"1,022 sqft",- Sold,
384,"2940 22nd St, San Francisco, CA 94110","CORCORAN GLOBAL LIVING, Eduardo Aguire","$870,000",2 bds,1 ba,895 sqft,- Sold,
385,"5140 Diamond Heights Blvd APT 106A, San Francisco, CA 94131",NaN,"$700,000",1 bd,1 ba,744 sqft,- Sold,
386,"217 Montana St, San Francisco, CA 94112","COMPASS, Yevgeniy Zinchik",$1.85M,5 bds,4 ba,"2,606 sqft",- Sold,
387,"1525 Newhall St, San Francisco, CA 94124","TRINITY REALTY, INC., Patrick H. Shannon","$818,000",2 bds,2 ba,973 sqft,- Sold,
388,"425 1st St UNIT 3304, San Francisco, CA 94105","THE CANLAS BROTHERS, Neil  Canlas","$765,000",1 bd,1 ba,605 sqft,- Sold,
389,"1520 Jerrold Ave, San Francisco, CA 94124","COMPASS, Tyler D. Cassacia","$960,000",3 bds,1 ba,-- sqft,- Sold,
390,"2050 20th Ave, San Francisco, CA 94116","COMPASS, James S. Koh",$1.66M,2 bds,2 ba,"1,350 sqft",- Sold,
391,"1275 Rhode Island St, San Francisco, CA 94107","COMPASS, Faye Dibachi",$1.05M,2 bds,2 ba,"1,058 sqft",- Sold,
392,"418 Joost Ave, San Francisco, CA 94127",NaN,$1.25M,2 bds,1 ba,-- sqft,- Sold,
393,"239 Brannan St UNIT 17J, San Francisco, CA 94107","COMPASS, Eric Turner",$2.02M,2 bds,2 ba,"1,393 sqft",- Sold,
394,"3643 Folsom St, San Francisco, CA 94110","VANGUARD PROPERTIES, Shelley D. Trew",$1.78M,3 bds,2 ba,-- sqft,- Sold,
395,"3045 Jackson St APT 501, San Francisco, CA 94115","SOTHEBY'S INTERNATIONAL REALTY, Ronni Garfield",$1.18M,1 bd,1 ba,"1,089 sqft",- Sold,
396,"3755 20th St, San Francisco, CA 94110","COLDWELL BANKER REALTY, Nathan K. Churchill",$4.20M,4 bds,3 ba,"3,900 sqft",- Sold,
397,"309 Oak Park Dr, San Francisco, CA 94131","KELLER WILLIAMS SAN FRANCISCO, Tim A. Brown",$1.73M,3 bds,2 ba,"1,603 sqft",- Sold,
398,"1231 Bosworth St, San Francisco, CA 94131",NaN,$1.05M,1 bd,1 ba,677 sqft,- Sold,
399,"682 Clarendon Ave, San Francisco, CA 94131","PARK NORTH REAL ESTATE, Kevin Birmingham",$1.40M,2 bds,3 ba,"1,485 sqft",- Sold,
400,"1275 Rhode Island St, San Francisco, CA 94107","COMPASS, Faye Dibachi",$1.05M,2 bds,2 ba,"1,058 sqft",- Sold,
401,"79 Everson St, San Francisco, CA 94131","COMPASS, Jessica Branson",$3.33M,3 bds,3 ba,-- sqft,- Sold,
402,"682 Clarendon Ave, San Francisco, CA 94131","PARK NORTH REAL ESTATE, Kevin Birmingham",$1.40M,2 bds,3 ba,"1,485 sqft",- Sold,
403,"418 Joost Ave, San Francisco, CA 94127",NaN,$1.25M,2 bds,1 ba,-- sqft,- Sold,
404,"555 Golden Gate Ave #306, San Francisco, CA 94102","JS SULLIVAN SALES AND MARKETIN, Loring M. Aguillon-Racine","$998,000",2 bds,2 ba,977 sqft,- Sold,
405,"1164 Church St, San Francisco, CA 94114","DWELL REAL ESTATE SF, Lisa J. Thompson",$2.95M,5 bds,5 ba,"2,965 sqft",- Sold,
406,"3045 Jackson St APT 501, San Francisco, CA 94115","SOTHEBY'S INTERNATIONAL REALTY, Ronni Garfield",$1.18M,1 bd,1 ba,"1,089 sqft",- Sold,
407,"420 Mission Bay Blvd #1403, San Francisco, CA 94158","COMPASS, David D. Huynh",$2.00M,2 bds,-- ba,"1,562 sqft",- Sold,
408,"2050 20th Ave, San Francisco, CA 94116","COMPASS, James S. Koh",$1.66M,2 bds,2 ba,"1,350 sqft",- Sold,
409,"500 Masonic Ave APT 3, San Francisco, CA 94117","SOTHEBY'S INTERNATIONAL REALTY, Gary G. Beyrouti",$1.31M,2 bds,3 ba,"1,235 sqft",- Sold,
410,"3855 18th St #B, San Francisco, CA 94114","COMPASS, Ronald Sebahar","$903,700",1 bd,1 ba,717 sqft,- Sold,
